Item Title,Abstract,label
Degassing of the Earth,"The discovery of3He in basaltic glasses and in seawater that has cycled through mid-ocean ridges has confirmed the reality of the release of juvenile gases from the mantle today. The rate of3He loss from the mantle is now reasonably well-known. Since the ratio of the concentration of this nuclide to that of20Ne,36Ar,84Kr,132Xe has been measured in a number of mantle xenoliths and volcanic rocks, the rate at which the rare gases are released from the mantle can be estimated. The most likely value of the degassing rate of20Ne and36Ar is approximately 13% of the mean degassing rate, defined as the total quantity of these nuclides in the atmosphere divided by the age of the Earth. The low value of the present degassing rate is consistent with an early period of intense degassing from the mantle. Most of the CO2that is added to the atmosphere today is recycled rather than juvenile. This seems to have been true during much of geologic time. The acid- base balance of crustal rocks has been remarkably constant during the past 3000 m.y.; this indicates that the rate of supply of weathering acids has been matched rather closely by the rate of conversion of igneous and high-grade metamorphic rocks into sedimentary rocks.",Geology
The Long-term Evolution of the Crust and Mantle,"Our group had the task of considering the evidence relating to very long-term changes in the evolution of the Earth. At present the terrestrial geological record begins at about 3.8 Ga, by which time the surface of the planet had already become the site of deposition of sedimentary rocks. The preceding 15% of Earth history must have contained a period of dramatic and perhaps unidirectional change during which the planet evolved from its primordial condition, dominated by condensation or accretion, probably through a phase of widespread melting, to one in which surface processes akin to those of today were able to operate.",Geology
Variation in Tectonic Style with Time: Alpine and Archean Systems,"Geophysical modelling of Archean tectonics during times of higher heat production and heat loss than today predicts that plate-tectonic motions should have operated more rapidly in the Archean. The Archean geological record is still too poorly understood to accept or reject this prediction with confidence. Large volumes of calc-alkaline rocks and evidence of horizontal tectonics are the features of Archean terrains most suggestive of a plate-tectonic regime. However, it is puzzling that there are no obvious major sedimentary, volcanic, metamorphic, and structural facies belts in granite-greenstone terrains related to collision orogeny. Features that distinguish Archean from modern terrains include the basalt—dominated greenstone sequences disposed around gregarious composite granitoid batholiths and the prevalence of granulite facies gneiss belts. These features are difficult to interpret since there is still considerable controversy and uncertainty concerning their basic geological relationships.",Geology
Experimental Investigation of the Stability Conditions of a Penological Significant Calc-Silicate Assemblage Observed in Originally Marly Rocks in the Kuiseb Formation of the Damara Orogen,"Calc-silicate assemblages observed by Puhan & Hoffer in originally marly rocks in the predominantly siliciclastic Kuiseb Formation of the Damara Orogen include the petrological significant subassemblage$$\begin{gathered} \text{zoisite}/\text{epidote}\, + \,\text{plagioclase}\, + \,\text{calcite}. \hfill \\ \hfill \\ \end{gathered}$$The\(\text{P} - \text{T} - \text{X}_{\text{CO}_2 } \)stability conditions of this assemblage are determined at total pressures up to 8000 bars, and the effect of the albite component of plagioclase and of the pistacite component of zoisite/epidote is considered at 5000 bars total pressure. Assuming pressures of formation deduced from other rock systems the zoisite-anorthite-calcite equilibrium data can be used in combination with other pertinent experimental data to estimate the temperature of formation of the observed assemblages and the composition of the now-missing fluid phase.",Geology
Geodynamic Interpretation of the Mid-European Variscides,"The geological history of different parts of the Mid-European Variscides points to an intracontinental, polyphase development during Late Precambrian — Early Palaeozoic up to the end of Permo-Carboniferous time.Continental rift-processes, which reached their maximum during the Ordovician, characterize the beginnings of this history. They might be interpreted as an effect tending to compensate to some extent the closure of the Iapetus Ocean in the neighbouring Caledonian Orogen. Rifting of the continental lithosphere and concomitant ascent of hot asthenosphere is interpreted as the cause of high grade metamorphism inside the lower crust under extensional strain. This “continental rift metamorphism” is a concept which would accomodate the observation of widespread granulite facies metamorphism and contemporaneous calcalkaline to peralkaline magmatism during continuous sedimentation in parts of the European Variscides.Due to the rheological properties of dry granulite facies rocks, the granulites form a layer of higher strength inside the deep crust. During later crustal shortening such granulite layers will tend to form large scale folds which pierce the overlying crust during increasing amplification. The further development of these “intrusive folds” may result in the formation of imbricate structures and thrust sheets of granulite facies rocks.The main phase of Variscan crustal shortening, which can be observed in the higher grade metamorphic (amphibolite grade) rocks is pre-Middle Devonian in age and post-dates the Caledonian rifting event. Radiometric dates indicate Upper Silurian to Lower Devonian ages. Unmetamorphic to very low grade metamorphic sedimentary rocks of Middle to Upper Devonian ages, which unconformably cover this older amphibolite grade basement indicate deep denundation of the earlier metamorphosed rocks. The weakly metamorphosed units of the Saxothuringian and Rhenohercynian Zones have been folded and metamorphosed during Carboniferous time.The present pattern of metamorphic zones and deformation styles is strongly influenced by large-scale crustal imbrications that are accompanied by nappe formation. Major crustal overthrusts follow the boundaries of the Moldanubian and Saxothuringian Zones.The orogenic crustal shortening took place in a thermally and mechanically highly inhomogeneous continental lithosphere subjected to convergent movements between the Laurentian, Fennosamartian and African plates. For mechanical and geometrical reasons, such convergence seems possible only if, during progressive crustal shortening, the lithospheric mantle becomes detached from the overlying crust and will be subducted underneath the continental crust (A-subduction). Such subcrustal subduction of the lithospheric mantle introduces the possibility of a differential movement between crust and lithospheric mantle. Such relative movement is necessary for understanding the symmetry and polarity of the orogenic movement picture.Descent of large volumina of lithospheric mantle into the asthenosphere would require a compensating upward transfer of similar volumina of asthenospheric material. However, the lack of any mid-ocean ridge at which mass-equilibration could be effected, requires that this mass-equilibration takes place in front of a subducting slab, and that the subducting slab of lithospheric mantle has to retreat in order to allow further mass-equilibration. A possible means of return is available in Andrews and Sleeps (1974) model of forced convection induced by the subducting slab. In the case of the bilateral Variscides one has to assume two such Andrews-Sleep cells operating on both sides of the orogen in an opposite sense.The mechanisms of subduction of lithospheric mantle and Andrews-Sleep convection orerating below a region of crustal convergence offers the possibility for interpreting several geodynamic processes such as folding, backfolding and late tectonic rifting as well as several other peculiarities in the geological history of the Variscides.",Geology
Mineral Composition of Pelitic Sediments in the Rhenohercynian Zone,"Pelitic sediments of the Rhenohercynian Zone were examined with regard to mineral composition by infrared spectroscopy. This method offers the possibility for exact and rapid quantitative analyses of sedimentary rocks containing illite, chlorite, kaolinite, quartz, feldspars and calcite. Ey their clay mineral/(quartz + feldspar)− ratios and their carbonate contents pelitic rocks were classified into three main types: common shales (215 samples), silty shales (131 samples) and calcareous shales (35 samples).For each class the average mineral composition was determined. Thus, the average mineral composition of common shales over the whole stratigraphic sequences in the Phenohercynian basin comes to 60 % clay minerals (46 % illite, 13 % chlorite, 1 % kaolinite), 35 % quartz, 4 % feldspars, 1 % carbonate.It has been found, especially for the common shales, that the average total clay contents in nearly all stratigraphic units remain more or less constant. Because the clay mineral fraction is predominantly composed of illite and chlorite which show a reciprocal development with time, an increase in chlorite is always compensated by a decrease in illite and vice versa. This is caused largely by different primary MgO contents in the stratigraphic units. In contrast to the MgO poor Ordovician and Gedinnian sediments, the higher MgO contents in the Upper Devonian sediments produced in the course of diagenesis and anchimetamorphism relatively more chlorite and less illite with a stronger phengitic character.",Geology
Sedimentology and Mineralogy of Upper Proterozoic Playa-Lake Deposits in the Damara Orogen,"A thick Proterozoic meta-playa sequence (Duruchaus Formation) is developed at the southern margin of the Damara Orogen. The meta-playa sediments exhibit a characteristic lithology and contain Palaeo-evaporitic minerals.After hot nappes of metamorphic rocks had been thrust from the Damara Orogen onto the playa sequence, a mobilisation of evaporitic carbonate layers and a hydrothermal-metasomatic metamorphism took place. The deformation along the southern margin of the Damara Orogen is largely controlled by the diapiric activity of the mobilised evaporites.The playa-sediments of the Duruchaus Formation correspond to similar rift deposits in other parts of Gondwana which all appear to be related to a phase of world-wide Proterozoic crustal stretching.Stratiform copper deposits and specific hydrothermal mineral concentrations are related to the playa environment and the metamorphism of the playa sediments.",Geology
Reconstruction of the Cooling History of the Damara Orogen by Correlation of Radiometric Ages with Geography and Altitude,"Rb/Srf K/Ar and fission track ages were used to reconstruct the cooling history. Large and fast uptilt of the Southern relative to the Central Zone of the orogen must have occurred immediately after the peak of metamorphism between 530 and 520 Ma ago. Cooling proceeded fast and steadily in the Southern Zone whereas in the Central Zone the process came to a halt at 300 — 270 °C between 500 and 370 Ma ago. The fission track ages north of the Okahandja Lineament are low whereas they are high south of it; the lateral ace gradient is very steep. The low ages, the plateau in the cooling curve and the steepness of the age gradient are best explained by a long lasting heat source in the uppermost crust which is lacking in the Southern Zone. The most probable heat source is radioactivity.The K/Ar biotite and garnet fission track ages are strongly dependent on altitude. 1000m difference in altitude corresponds to age differences of 40 and 80 Ma, respectively. This correlation implies a greater thermal uniformity of the Central Zone than is suggested by the coincidence of the areas of high metamorphic grade, high radiogenic heat production and low ages. The inference is that a great part of the differences in ages and metamorphic grade seen at the present surface is simply a consequence of different depths of erosion.",Geology
Intracrustal and Subcrustal Thrust-Tectonics at the Northern Margin of the Bohemian Massif,"The recognition of nappes in the Saxothuringian Zone, together with tectonic fabrics and structures in the Moldanubian Zone, combine to suggest a mobilistic concept for the geotectonic developement of these regions.The origin of the Saxothuringian basin can be referred to an Upper Proterozoic to Ordovician rifting process. Metamorphosed sedimentary and basic igneous rocks found along the western margin of the Moldanubian Zone and in the Tepla-Parrandean block, conventionally interpreted as part of a Cadomian cycle, might well have been part of a contiguous Saxothuringian/N-Moldanubian rift basin. This basin unterwent tectonic deformation and metamorphism in Devonian and Lower Carboniferous time. The existence of a Cadomian event is uncertain. Padiometric indications of an Ordovician thermal event can be explained, in the Saxothuringian Zone, as representing rift-metamorphism. Similar data from the southwestern part of the Moldanubian Zone cannot, at present, be reconciled with geological observations.The medium-pressure metamorphic rocks of the Münchberg and related crystalline massifs are the result of Devonian overthrusting and crustal thickening. Later, they were thrust over lower grade Palaeozoic rocks, and this tectonic pile overrode, in Lower Carboniferous time, the area of the later Fichtelgebirge/Erzgebirge antiform, thus effecting regional metamorphism in that area. Certain rock units in the nothwestern part of the Moldanubian Zone and in the Tepla/Barrandean area probably are equivalents of the medium-grade Münchberg rocks. This is suggested by close affinities in their lithology, metamorphic facies, and tectonic fabrics.The arrangement of thrust zones within the Bohemian massif might also be related to tectonic shortening and to the rotation of blocks during the Variscan orogeny.",Geology
Regional Isostatic Model for Vertical Movements in the Shelf Area of the Rhenohercynian Geosyncline,"Geological features in the shelf area of the Phenohercynian geosyncline show a significant correlation between sedimentation and crustal subsidence. These synsedimentary crustal movements may be connected with phase transformations in the crust or upper mantle or with regional isostatic movements. A specific regional isostatic model is presented to explain the existence of rises on the basinward side of Devonian and Carboniferous shelf margins, i.e. the rise of the basis of the Carboniferous limestone between Wachtendonk and Patingen and the flexure and slope in the Herzkamp syncline.",Geology
Eocene to Recent Volcanism Within the Rhenish Massif and the Northern Hessian Depression - Summary,"The volcanism of the Rhenish Massif is associated with tectonic events related to the formation of the Rhine rift system. During the Tertiary, the beginning of volcanic activity shifts from west (Hocheifel, 46 Ma) to east (Northern Hessian Depression, 20 Ma). The Quaternary volcanism is restricted to two fields west of the Rhine. Except for the Siebengebirge, SiO2-undersaturated basaltoids predominate throughout the Tertiary. Their uniform major and trace element chemistry as well as their Sr (87Sr/86Sr = 0.7037 ± 0.0003) and Nd (143Nd/144Nd = 0.512858 ± 0.000055) isotope similarities are indicative of homogeneous mantle sources enriched in LIL elements prior to partial melting. Magma generation is believed to be a result of asthenosphere updoming for which evidence exists from geophysical observations and xenolith studies. Quaternary magmas presumably are related to a region of P-wave attenuation whose maximum elevation at 50 km depth is located beneath the West Eifel. From geochemical and isotopic evidence it can be concluded that these magmas in their majority come from mantle sources whose Sr (87Sr/86Sr = 0.7042 ± 0.0003) and Nd (143Nd/144Nd = 0.512695 ± 0.000045) isotopies and LIL element geochemistry are distinctly different from the Tertiary sources.",Geology
Crustal Xenoliths in Tertiary Volcanics from the Northern Hessian Depression,"A suite of 46 crustal xenoliths from Tertiary basaltic volcanics comprises sillimanite bearing quartzites and pegmatoids, biotite rich schists, pyribolites, pyriclasites and garnet-free granulites. The chemical composition of 11 pyriclasites and 5 garnet-free granulites resembles (within-plate) tholeiites. Equilibrium temperatures and pressures as calibrated on the base of experimental reactions, range from 700° to 900°C and from >5 to <10 kb. Present (and Upper Tertiary) temperatures at Moho depth (10 kb) have been estimated at about 550°C. Therefore granulites must have equilibrated at a former thermal event.",Geology
Volcanism in the Southern Part of the Hocheifel,"In the Hocheifel Area, preexisting fractures oriented N-S and E-W were obviously of great importance in the rise of the Tertiary magmas.",Geology
Tertiary Volcanism in the Siebengebirge Mountains,"In the Siebengebirge Mountains, a moderately alkaline and a strongly alkaline basalt-trachyte series can be distinguished. Both, however, are assumed to be derived from a single parent magma. The vast majority of the acid and intermediate differentiates is restricted to the centre of the region. A close relationship between faults and volcanism is indicated.",Geology
Large-Scale Mantle Heterogeneity Beneath the Rhenish Massif and Its Vicinity from Teleseismic P-Residuals Measurements,"The azimuthal variation of teleseismic P-residuals observed at 63 stations in the vicinity of the Rhenish Massif for 350 events world-wide provides unequivocal evidence for large scale mantle heterogeneity beneath this area. Models for the velocity anomalies causing this variation, which is up to ca. 1 s for a given station and also for different stations for the same source region, have been derived by ray tracing and manual inversion and also by automatic three-dimensional inversion. All the models are extremely similar and produce a variance improvement of at least 74%. Their mean features include low velocity structures associated with the regions of volcanism and high velocities beneath the southern Rhine Graben-Vosges-Black Forest area. The regions of decreased velocity associated with the Tertiary volcanic fields of the Westerwald and Vogelsberg are relatively shallow (≤60 km). The major anomaly lies beneath the West Eifel, where there is a velocity decrease of 3 to 5% extending from about 50 to 200 km depth. This structure is consistent with models for the uplift mechanism which involve lithospheric thinning or expansion of the mantle due to metasomatism and partial melting. The partial melt hypothesis is favored on the basis of gravity and seismic refraction data.",Geology
Tertiary Volcanism in the Westerwald Mountains,"In the Westerwald, nepheline basanites predominate. Mantle xenoliths are very rare. There is again an excentric cluster of trachytes.",Geology
Distribution of Volcanic Activity in Space and Time,"The Rhenish Massif is studied with ari enormous number of occurrences of volcanic rocks, with ages reaching from the Middle Cretaceous to the youngest Pleistocene. K-Ar and14C dating are the main tools for establishing their distribution in time. The oldest post-Permian volcanic rock occurs in the Wittlich basin and has an age of more than 100 m.y. The main volcanicity of the Rhenish Massif starts in the Hocheifel area during the Upper Eocene, where it continues until the Middle Miocene. Volcanic activity in the Siebengebirge, Westerwald and Rhon unfolded during the Upper Oligocene and Lower Miocene. During the Middle Miocene, the Vogelsberg and the Northern Hessian volcanic province were active.Quaternary volcanic activity is essentially confined to the West and East Eifel. K-Ar dates and paleomagnetic polarity narrow its time of activity down to the interval between 0.7 m.y. and about 10,000 a. The well-established sequence of the Rhine terraces can be dated in the younger section by its relation to the volcanic rocks, while for the older part one has to rely exclusively on paleomagnetic observations.By now the distribution of the Tertiary volcanism in time and space is fairly well established, but the information on the Quaternary volcanism is still so scarce that further work is needed.",Geology
Crustal Xenoliths and Their Evidence for Crustal Structure Underneath the Eifel Volcanic District,"Volcanoes of the Eifel district have sampled the total crust. From 1000 Xenoliths the following profile is deduced (downwards): 5 km devonian; 10 km greenschist facies phyllites; 5 km low amphibolite facies micaschists; 5–10 km medium to high grade amphibolite facies gneisses. A thin layer of granulite facies metabasites between these and the Moho are regarded as remainder of an older series, the other rocks have suffered Variscan Barrow-regional metamorphism. Many xenoliths display young contact metamorphism at deep chambers and short pyrometamorphism superimposed. The crust has suffered rotational deformation increasing downwards in amount and complication. Heating has not surpassed 300°C 15 km below the recent surface since Variscan times.",Geology
Height Changes in the Rhenish Massif: Determination and Analysis,"For the Rhenish Massif and its marginal surroundings, relative recent height changes are determined using the results of the precise levellings of the Departments of Ordnance Survey. The modelling and the calculation methods are described The massif is not lifting as a rigid block. At the present time the uplift is concentrated to limited areas. The western part of the massif is characterized by uplift and stability, the eastern part by tendencies for alternating uplift and subsidence. Trend analysis of recent vertical crustal movements for the Rhenish Massif and the Federal Republic of Germany show an east-west tilt. An analysis of the recent vertical height changes in terms of surface deformation parameters is discussed.",Geology
Cenozoic Deposits of the Eifel-Hunsrück Area Along the Mosel River and Their Tectonic Implications,"Investigations on stratigraphy and sedimentology of Tertiary (marine, lacustrine and fluvial deposits) and Quaternary (Moselriver terrace and Maar lake deposits) deposits of the Hunsriick-Eifel area revealed new stratigraphic results.Its interpretation allows inferences on different vertical movements during the Cenozoic.",Geology
Mantle Xenoliths in the Rhenish Massif and the Northern Hessian Depression,"Mantle xenoliths from the Tertiary volcanics of the Rhenish Massif are strongly deformed rocks with porphyroclastic textures. On the basis of their temperature histories and their deformation, they are assumed to be related to updoming of hot mantle material. According to preliminary data, all xenoliths were affected by LIL element enrichment. In addition to porphyroclastic xenoliths similar to those from Tertiary volcanics, amphibole free xenoliths with coarse-grained textures and amphibole-bearing xenoliths with mosaic textures occur in the Quaternary West Eifel volcanic field. Both groups are equilibrated in a narrow temperature range each, at about 1150°C and 950°C, respectively. Amphibole free xenoliths are LIL element depleted to very slightly enriched, with87Sr/86Sr- and143Nd/144Nd-isotope ratios characteristic for MORB. Amphibole-bearing xenoliths were affected by strong LIL element enrichment and a concomitant change in Sr- and Nd-isotope ratios towards those of CHUR. It is inferred that the xenoliths are related to a region of P-wave attenuation which has its maximum elevation at 50 km depth beneath the West Eifel.The average modal composition of lherzolite and harzburgite xenoliths from the Hessian Depression is comparable to that of the common depleted mantle inclusions from the Eifel volcanics (74 vol % olivine, 18 vol % o-pyroxene, 6.7 vol % cl.-pyroxene). They are predominantly equilibrated in the temperature range from 1000° to 1100°C and have a coarse-grained structure. The absence of strongly deformed and reequilibrated xenoliths from the majority of the Tertiary volcanics indicates static conditions in the upper mantle underneath the Hessian volcanic region. An exception is the Habichtswald area, where pyroclastics contain recrystallized and metasomatically altered mantle peridotites.",Geology
Carbon Dioxide in the Rhenish Massif,"Carbon dioxide in the order of 0.5−1 × 106t yr−1emerges from the whole Eifel region. Carbon isotope studies indicate a magmatic source. Locally, isotopic alteration is caused by kinetic fractionatin in unsaturated water bodies.",Geology
Regional Tectonic Setting and Geological Structure of the Rhenish Massif,"This chapter contains an outline of the geological history of the Rhenish Massif and the development of its margins and surrounding areas. Section 2.2 gives some main aspects of the development of the Variscan geosyncline and orogeny and a short description of the pre-Variscan geological history of this region. Since the end of the Variscan orogeny many different epeirogenetic processes have occurred here (Sect. 2.3). During these long geological times uplift and subsidence changed in the different parts of the Massif and in the surrounding areas.The Rhenish Massif cannot be seen as an isolated complex; its history is often connected with the development of the surrounding areas. The maps and profiles of this chapter presents some of the main proofs for this fact. On the other hand, the development of the western and the eastern part of the Rhenish Massif differs in many cases. It is impossible to understand many symptoms of the latest development of the Massif without knowledge of its pre-Tertiary geological history.",Geology
Tertiary Volcanism in the Northern Hessian Depression,"About 250 of the larger basalt exposures of the volcanic field east of the Rhenish Massif (5000 km2in size) have been investigated petrographically, chemically and geochronologically. Magma of the predominating alkali olivine basalts, as well as that of basanites and nephelinites, was probably formed by partial melting of metasomatically altered spinel lherzolites. Quartz tholeiites can be explained as products of shallow partial melting of depleted mantle rocks.",Geology
The Lower Pleistocene Terraces of the Lahn River Between Dietz (Limburg Basin) and Laurenburg (Lower Lahn),"Along the Lower Lahn valley between Diez (Limburg Basin) and Laurenburg, the base levels of the lower Quaternary main terraces which are mostly covered by fluvial sediments and loess sheets, were mapped out exactly by the hammer refraction seismic method. It can be shown that there is a fault of 20 m at the western margin of the Limburg Basin while the younger terraces pass this area with a continuous gradient. Moreover, it can be deduced that along the Lower Lahn a vertical erosion of 120 m to 150 m took place in a period of about 650.000 years.",Geology
The Tectonic Position of the Lower Mosel Block in Relation to the Tertiary and Old Pleistocene Sediments,"The results stated here the following spatial and temporal pattern of movement within the Lower Mosel Valley to be out-lined: the various old Tertiary deposits in the study area have undergone severe tectonic disturbances. The most extreme downwarping values are to be found by the Vallendar gravels, whereas the calcareous sandstone of the Miinstermaifeld area have been subjected to relatively small disturbances.The siliceous oolite gravels are to be found at a constant elevation, excepting a few local gravel deposits, thus suggesting that there was tectonic stability in the Lower Mosel Valley during the post-Pliocene period. This is underlined by the course of the main terraces, as long as one accepts that there are six terraces. The tectonic separation of the Middle Mosel Block from the Lower Mosel Block occurred withhin a short distance in the Trais-Karden-Cochem valley section and took the form of a stair-like uplifting which resulted in post-Pliocene dis-location values of 50–65 m and Quaternary values of ca. 40 m. The main tectonic activity can be limited to the oldest Pleistocene. The entire terrace area forms an elevated surface near Cochem. It does not, however, form an arched structure (as suggested by Negendank, 1977, 1978) which slopes continually or stepwise in the direction of the Neuwied Basin.",Geology
The Northern Branch: Depositional Development and Timing of the Structural and Metamorphic Evolution within the Framework of the Damara Orogen,"The depositional history of the northern Damara branch (coastal branch) described on the basis of a cross-section from Kamanjab to Sesfontein and from there to the coast is controlled by the development and further evolution of rift (grabrn) structures. Four depositional domains (platform, continental rift, rift margin and oceanic basin) can be distinguished.During the compressional stage these structures were partly reactivated thereby supporting the formation of major thrusts, e.g. Sesfontein Thrust. Metamorphism increases from very low-grade in the east to highgrade near the coast in the west. There is also an increase of metamorphism and deformation from the north to the south.K-Ar isotopic studies on separated biotites and muscovites in the western part of the cross-section yielded age values between 530 Ma and 504 Ma. They are interpreted as cooling ages of a regional metamorphic event around 550 Ma ago. In the eastern part the same isotopic studies were carried out on the fine mineral fraction <2 μm of metasediments. Two distinct groups of ages were obtained, 490 Ma and 460 Ma respectively. The group of 490 Ma may be related to the main event in the west of about 550 Ma, while the group around 460 Ma represents a separate regional metamorphic event. The data are in favour of a polycyclic development of the coastal branch.Along the northern margin of the intracontinental branch K-Ar ages between 380 Ma and 490 Ma were measured. This scattering is due to a rejuvenation of the ages locally connected with intense hydrothermal processes caused by late- to post-tectonic intrusions of granites.An exception was found in the area of Tsumeb were only ages around 460 Ma occur. These ages are in accordance with the youngest group of ages in the Sesfontein area in the coastal branch and represent the last regional metamorphic event in the Damara Orogen.From the now available data a more or less synchronous tectono-thermal history of the coastal and the intracontinental branch of the Damara Orogen can be assumed. At least three distinct tectono-metamorphic events may be distinguished in both branches of the Damara Orogen.",Geology
Genesis of Damaran Granites in the Light of Rb/Sr and δ18O Data,"The mean (87Sr/86Sr) and mean (87Rb/86Sr) ratios of the intrusive granites from the northern and southern parts of the Orogen’s Central Zone plot on straight lines. These are interpreted as areal isochrons indicating the time of last Sr isotope homogenization 526 and 571 Ma ago in the respective source rocks.Initial (87Sr/86Sr) and mean (87Rb/86Sr) ratios of approximately coeval granites of the main magmatic pulses in the North (~470 Ma) and in the South (~520 Ma) line up along isochrons suggesting that in both cases ~60 Ma elapsed after the homogenization in the protolith before large scale intrusions took place.The data require that the intrusions have preserved the Rb/Sr ratios of their source rocks permitting only very little assimilation or fractionation.The source rocks in the North and South had rather unradiogenic Sr 526 and 571 Ma ago, respectively. At Ri≤ 0.7066 all presently known Damaran metasediments and metavolcanics as well as the basement must be excluded as the protoliths. A hypothetical source with a large proportion of low (87Sr/86Sr) volcanic material is required. In the centre, on the other hand, the Sr isotope ratios are more radiogenic and derivation from common Damaran metasediments is a distinct possibility.Suitable protoliths for the alaskites are neither the granitic basement nor the arkosic Etusis Formation nor metasediments of the Kuiseb Formation. Derivation from Khan Formation metasediments or acidic lavas like those of the Naaupoort type is suggested by the Rb/Sr data. Two red granites could also stem from such sources whereas a third one was perhaps produced from Etusis metasediments.The total rock δ18O values show an usual spread from 7.1 to 15.2% , the majority being very heavy. This excludes granulites and requires sediments or heavily altered volcanics as source rocks. Granites from the centre could have been derived from Damaran metasediments. A plot of their δ18O vs. initial Sr isotope ratios has a very clear negative slope. No trend is visible for the southern granites. Of the northern granites the older group shows a negative, the younger group a positive correlation. This is interpreted as indicating mainly altered volcanics (perhaps spilites) for the older and mixture of volcanogenic and metasedimentary rocks as the source for the younger group. The high δ18O values show that the granites are crustal remelts. The plot for the non-granitic intrusives which are all older than 550 Ma has a positive slope with δ18O between 6.5 and 10.5%, indicating a mixture between unaltered mantle derived and crustal material.",Geology
The Root Zone of the Naukluft Nappe Complex: Geodynamic Implications,"The relationships between the Naukluft Nappe Complex and the Damara mobile belt are investigated with the help of lithofacies comparisons. Some metamorphic features and the origin of the Sole Dolomite which forms the sole of the upper nappe complex, are discussed. Before crystallization, the Sole Dolomite consisted of a mobilised mylonitic sludge with a high content of hot saline fluid. The saline fluid was probably derived from evaporite beds in the lower Damaran Duruchaus Formation which fills a deep basin some 90 km to the north-east of the nappe complex, but may originally have had a wider extent.It is concluded that the Upper Naukluft Nappe Complex had its root zone in the thrust belt forming the southern margin of the Damara Orogen, and not in a hypothetical collision suture somewhere farther north.Two of the nappes forming the upper part of the tectonic edifice contain mass-flow breccias and also an olistostrome. Likely stratigraphic correlations are discussed.",Geology
Electrical Conductivity Structure of the Crust and Upper Mantle Beneath the Rhenish Massif,"A magnetotelluric survey was undertaken in the Rhenish Massif and adjacent areas. Observations were made in the period range 5-3000 s at more than 70 sites arranged along four profiles. The profiles Eifel-Palatinate, Sauerland-Taunus, and Ministerland-Spessart run perpendicular to the main trend of the Variscan fold belt. The profile Eifel-Rothaargebirge follows the Variscan trend. Results from a ID inversion of observed rotationally invariant resistivity and phase values show mainly a southward dipping intracrustal conductor, in striking correspondence to a subfluence model or to large-scale over thrusting as geodynamic models of the Rhenish Massif. Preliminary 2D-modeling indicates that there is no major dislocation of this conductor at the southern margin of the Rhenish Massif (Hunsrilck-Südrand-Storung). In some areas - especially outside the Rhenish Massif proper - an additional increase of conductivity at shallower depths was found. According to the present stage of data analysis and interpretation, there are no distinct regional differences at upper mantle depths within the Rhenish Massif.",Geology
Epilogue: Mode and Mechanism of Rhenish Plateau Uplift,"The main results of a 6 years’ research program directed towards a better understanding of the young uplift of the Rhenish Massif as obtained from the various branches of geosciences are summarized and related to each other in this final review.An anomalous low-velocity body discovered in the subcrustal lithosphere of the western part of the Rhenish Massif correlates with a number of other phenomena in this area: young volcanism, strongest rates of geodetic height changes, highest uplift of terraces. The generation of partial melt in the mantle body was facilitated by metasomatism which still requires dating. The discussion is focused on the properties of the subcrustal lithosphere, data on surface uplift, stress measurements, the geothermal field, and finally on numerical models of plateau uplift. An uprise of less dense material from the lithosphere-asthenosphere boundary seems to be the most likely of the modeled mechanisms.Finally, future research needs are indicated to further clarify the nature of the low velocity body in the mantle, and also to explain the uplift of the eastern part of the Rhenish Massif.",Geology
Depositional Models for the Carboniferous Flysch of the Eastern Rheinisches Schiefergebirge,"This contribution is concerned with early synorogenic deposits of the Variscan basin, that is, those sediments which were deposited in the relatively rapidly evolving, tectonically active troughs during the terminal phase of the development of the orogenic basin. They are derived from and then incorporated into newly influential source terrains. They were deformed at shallow or superficial crustal levels and are primary record of the orogeny.",Geology
